customer_name,customer_email,customer_gender,customer_age_group,customer_loyalty_program,product_category,product_sub_category,product_name,product_rating,product_review_text,product_return_status,product_issue_type,order_id,order_status,purchase_mode,payment_mode,discount_applied,store_location,delivery_status,order_fulfillment_time,response_time,follow_up_required,feedback_date,feedback_category,feedback_sub_category,sentiment,customer_sentiment_score,feedback_text_length,customer_support_rating,resolution_status,staff_name,staff_email
Gerald Johnson,blakebrianna@example.org,Male,55+,Yes,Household Items,Bedding,empower front-end functionalities,3,"Car play structure. Treat pass these.
During behind my draw add leave student from. This decade organization sense enough manage during.",No,Not as Described,f900a15a-e128-4fe6-addf-574518dfbb1b,Confirmed,Online,UPI,No,Los Angeles,Shipped,7,18,No,2024-11-26,Usability,Poor,Negative,0.9868756259239302,117,1,Not Resolved,Linda Barber,cwhite@example.com
Brandon Buck,peggyharris@example.net,Female,25-34,No,Kitchen Appliances,Skincare,repurpose strategic e-services,3,"Think blood my sign strategy beat industry cell.
I debate others eat issue street discuss. Attention important forget author assume. Friend hope bed certain third.",No,Defective,8ffbf8de-92fb-4551-b332-d3275c4a420c,Confirmed,Online,UPI,No,London,Pending,2,15,No,2024-08-03,Customer Support,Poor,Neutral,-0.46787496159283015,144,1,Resolved,Regina Rodriguez,rachelstone@example.net
Michael Lee,eweber@example.net,Male,45-54,No,Personal Care,Furniture,embrace vertical methodologies,5,"Finally stuff happy little media relationship. Adult former fast court air.
Source turn fund college. Weight open project act tax ago. Less eye Mrs.",No,Missing Parts,324a95d2-8640-426d-88fc-8db018863f68,Confirmed,Offline,Cash,Yes,New York,Delivered,4,20,No,2024-06-05,Delivery,Good,Positive,-0.4973478268162643,110,1,Resolved,Paul Brown,thompsondawn@example.org
Erika Baker,kendragaines@example.net,Male,55+,No,Stationery,Beverages,strategize frictionless action-items,3,Recent Republican possible. However allow control company rock threat indicate. High artist standard successful happen.,Yes,Not as Described,a8d4581d-102e-4855-85f1-e5ccce4a34e9,Not Confirmed,Offline,Card,Yes,New York,Delivered,4,11,Yes,2024-05-01,Price,Average,Positive,-0.5676083937805614,167,1,Resolved,Sarah Gill,rachelstone@example.net
Christopher Gibson,amy23@example.org,Female,45-54,Yes,Personal Care,Blenders,synthesize value-added mindshare,2,"Truth quickly particular these blood natural water. Girl on base born always.
Next course first north. Give night go every audience almost themselves.",No,Not as Described,51beb651-7763-4e02-87fe-8086710d80b9,Confirmed,Online,Cash,Yes,New York,Delivered,5,18,Yes,2024-05-01,Usability,Poor,Neutral,-0.9888370609833879,124,1,Resolved,Karen Taylor,thompsondawn@example.org
Kenneth Mata,ucohen@example.com,Female,55+,No,Kitchen Appliances,Snacks,enable leading-edge channels,3,"Stand white mother dog media treat Democrat. Quality film range seem tonight star.
Born partner each require. Suddenly candidate peace read list yet. Inside result table lead song agreement capital.",No,Missing Parts,c500dbe0-09d4-4681-82e0-611d44650da5,Not Confirmed,Offline,Cash,Yes,London,Pending,1,8,No,2024-04-16,Service,Average,Negative,0.7490758816248133,161,5,Resolved,Linda Barber,thomas01@example.org
Corey Johnson,summer87@example.net,Male,45-54,Yes,Personal Care,Furniture,repurpose dot-com convergence,1,Various scene ready call. Figure recognize along quickly avoid final. Light test out reflect.,No,Defective,e8e43fea-8014-4f92-b8b8-3e962090be55,Not Confirmed,Offline,Cash,Yes,Mumbai,Shipped,2,10,Yes,2024-04-25,Customer Support,Average,Negative,-0.701459310213163,185,5,Resolved,Rodney Hunt,mcraig@example.com
James Estrada,loriroberts@example.org,Other,35-44,Yes,Groceries,Blenders,optimize seamless web-readiness,2,"Watch window race edge. Issue PM medical left.
Growth suggest sometimes. Truth new she. Seat thought against wall happen several husband anyone.",Yes,Not as Described,e6efc220-e2fd-4577-a8da-1c9a33acb6be,Confirmed,Online,Cash,No,Chicago,Delivered,2,15,No,2024-01-24,Price,Average,Neutral,0.7185054616385051,165,2,Not Resolved,Paul Brown,mcraig@example.com
Amanda Gordon,esmith@example.net,Female,35-44,No,Groceries,Furniture,enable B2C niches,3,"Law sound order clear voice financial. Give major continue light college. Wind arm plan several since drug exist.
Mr table who about. Either behavior including set indicate many.
Employee film teach.",Yes,Other,aefe9cd6-6f47-4780-b85e-a2084a9a0086,Not Confirmed,Online,Card,Yes,Chicago,Delivered,4,4,No,2024-08-30,Delivery,Average,Negative,-0.5168225976456235,128,4,Resolved,Regina Rodriguez,jeffreyleonard@example.com
Katie Taylor,stewartrenee@example.org,Male,55+,Yes,Personal Care,Furniture,target best-of-breed systems,4,"Term religious smile avoid. Fall author number feel various.
Yourself better wear network manager. Effect know according dog. They must ask play large maybe.",Yes,Missing Parts,a6f2fb3d-d1ee-4f12-82b2-5ecd5d4000b4,Not Confirmed,Offline,Card,No,Chicago,Shipped,4,18,No,2024-01-29,Customer Support,Average,Neutral,0.9600837502111204,121,1,Resolved,Linda Barber,rachelstone@example.net
John Tucker MD,andrew34@example.com,Female,45-54,Yes,Stationery,Furniture,morph innovative e-services,5,"Whether edge happen almost. Always result dream land or child meet. Local it campaign try.
Fall degree whose according hotel leader.",Yes,Not as Described,d5407d65-6926-47ab-bf17-30ac730ebc1d,Confirmed,Online,Card,Yes,New York,Shipped,5,5,No,2024-05-18,Service,Good,Neutral,0.6305744307436889,137,5,Resolved,Regina Rodriguez,amandabrady@example.org
Brad Stephens,tonyawhite@example.org,Female,35-44,No,Stationery,Toasters,matrix rich info-mediaries,3,Lose play there during. Author me assume group never. Thing place sea dream. Country effect fire capital thus.,No,Other,0a660c37-f597-4be7-815d-f6b7fd7a44f9,Not Confirmed,Offline,UPI,Yes,New York,Shipped,1,6,No,2024-03-18,Service,Average,Neutral,-0.7712870186209988,174,5,Resolved,Jason Howell,carolgarcia@example.org
Daniel Sanders,lindsay13@example.net,Other,18-24,No,Groceries,Beverages,aggregate ubiquitous e-services,1,"Make school surface some traditional suffer family. Throughout well yet account at word town almost.
Break really despite family early. Low tough those network traditional else in usually.",Yes,Defective,103bd87f-dccd-42da-ad78-275561d7b1b4,Not Confirmed,Offline,Cash,No,New York,Delivered,4,16,Yes,2024-09-03,Customer Support,Excellent,Neutral,0.21704040496370425,129,1,Not Resolved,Regina Rodriguez,jeffreyleonard@example.com
Ronald Soto,erica19@example.com,Male,25-34,Yes,Personal Care,Fruits,aggregate front-end e-tailers,3,Mother score now already. Moment year simple adult support support PM. Sport nothing only mind Congress.,Yes,Missing Parts,543b5fef-e0a0-4027-b9d5-5457e16bcdfc,Confirmed,Online,Cash,Yes,Los Angeles,Delivered,4,20,No,2024-04-22,Customer Support,Average,Positive,-0.04188298325413076,100,3,Resolved,Sarah Gill,carolgarcia@example.org
Sean Williams,bowerslori@example.net,Male,45-54,No,Kitchen Appliances,Blenders,streamline next-generation applications,5,Boy two perform carry TV billion smile. Include court address occur industry one.,No,Not as Described,39436db7-256b-4005-8ae2-de26ed63f19c,Not Confirmed,Online,Card,No,Mumbai,Shipped,1,21,No,2024-07-28,Usability,Poor,Neutral,0.8829895080492636,139,4,Resolved,Sarah Gill,mcraig@example.com
Gerald Wright,ischultz@example.com,Male,25-34,No,Household Items,Furniture,reinvent vertical users,5,Reality carry six even note should. Follow try vote minute white claim window. Myself reveal administration close.,Yes,Defective,f54083ab-c38d-4986-b3e9-8facf341b8f0,Not Confirmed,Online,UPI,No,Mumbai,Shipped,7,4,Yes,2024-06-06,Usability,Good,Neutral,-0.056530183474447826,157,2,Not Resolved,Linda Barber,bondcourtney@example.com
David Weeks,casey94@example.net,Female,35-44,No,Kitchen Appliances,Hair Care,reinvent web-enabled methodologies,3,Offer analysis with day usually talk college. Responsibility push PM themselves want. Build responsibility as drop middle. Newspaper stage out policy play unit amount.,No,Missing Parts,f93c0351-3985-4b9e-b4a2-c5e836d6c8d8,Not Confirmed,Offline,Cash,Yes,London,Pending,6,18,No,2024-11-13,Delivery,Poor,Negative,0.1288499318955587,178,3,Resolved,Rodney Hunt,thomas01@example.org
Nancy Sellers,melissa18@example.net,Other,45-54,No,Personal Care,Cleaning Supplies,integrate 24/7 technologies,3,"Yard we pull city family foreign resource evidence. Green political two.
Then use little drive push per race.
Four a make. Evidence morning certain provide third interesting Republican reality.",No,Missing Parts,703c217f-a48a-4ee5-ad7b-2812c73920db,Not Confirmed,Offline,Cash,Yes,Chicago,Shipped,7,7,Yes,2024-03-28,Service,Excellent,Negative,-0.907839510173672,165,5,Resolved,Regina Rodriguez,rachelstone@example.net
Andrew Lee,brandonnelson@example.net,Male,55+,No,Household Items,Furniture,revolutionize scalable deliverables,1,Wear leave wonder score conference major represent might. Tree foot win performance. College that stop down. Side hospital pull cold west senior whom.,Yes,Missing Parts,7bd98874-f28b-4fba-a5bc-a642be9d1fc4,Confirmed,Offline,Card,No,Chicago,Pending,7,18,Yes,2024-03-15,Service,Poor,Positive,-0.26422969063179913,89,3,Not Resolved,Jason Howell,thompsondawn@example.org
Connie Howell,nicoledavis@example.net,Other,25-34,Yes,Personal Care,Skincare,optimize customized e-services,5,"Once whether easy evening. Against mention little party establish indicate good. Start matter should.
Meeting for security. Bank agency check list participant.",No,Other,ea4e65d1-7f9e-4824-844e-333a086c7aa3,Confirmed,Offline,Cash,Yes,London,Shipped,1,12,Yes,2024-04-28,Usability,Good,Neutral,0.307913564453008,161,5,Not Resolved,Matthew Hall,carolgarcia@example.org
Hunter Campos,rick58@example.org,Other,35-44,No,Groceries,Microwaves,engineer web-enabled relationships,2,Decade score law. City information store apply site. Idea political Congress effort yes student color yard.,Yes,Missing Parts,8acc8519-869a-4ad4-a909-31572fe3bccf,Confirmed,Offline,Card,Yes,London,Delivered,3,1,No,2024-05-28,Usability,Average,Negative,0.901601011679287,107,3,Resolved,Sarah Gill,bondcourtney@example.com
John Marsh,derekmcintyre@example.net,Female,25-34,Yes,Kitchen Appliances,Toasters,matrix real-time deliverables,5,"Fish yeah seven while property. Hotel home time trial turn end home police. Fact TV learn outside.
Region environmental big plant once goal. Change over evening keep support.",No,Other,e962bbd1-cc11-44ca-be53-d37494314eb0,Confirmed,Offline,UPI,Yes,London,Shipped,4,11,Yes,2024-02-06,Delivery,Excellent,Positive,-0.9744700480412551,193,1,Resolved,Matthew Hall,rachelstone@example.net
Jessica Owens,omoody@example.net,Female,35-44,No,Kitchen Appliances,Paper,facilitate viral ROI,5,Ok amount TV cultural authority development. Usually cup any own job. Imagine doctor pressure right follow subject experience. Window order between its.,Yes,Missing Parts,27fdce86-1eee-4afe-bb7b-cc27cb9dc6e4,Confirmed,Online,Cash,Yes,Chicago,Shipped,5,21,No,2024-08-26,Delivery,Good,Positive,-0.8473046986787833,114,5,Not Resolved,Kathleen Friedman,bondcourtney@example.com
Sara Williams,ellisbrittany@example.org,Other,18-24,Yes,Groceries,Pens,morph bleeding-edge experiences,3,"Local decision capital talk week. Type poor whom put.
Age stand us be operation series pull artist. Old break voice task low whole. Party style professor race.",Yes,Not as Described,3cef1306-5fcf-474a-81dc-5d729091c6c6,Not Confirmed,Offline,UPI,No,London,Shipped,5,11,Yes,2024-05-05,Customer Support,Excellent,Neutral,0.20089000370597754,179,1,Resolved,Kathleen Friedman,thompsondawn@example.org
Patricia Adams,epineda@example.net,Female,45-54,No,Stationery,Beverages,cultivate global content,5,"Safe foreign include live firm.
Require test soon. Democrat yourself not not. Occur or eat machine general majority.",Yes,Missing Parts,31a6056c-9505-44d6-bb96-607e5959e771,Not Confirmed,Offline,UPI,No,New York,Pending,3,15,Yes,2024-08-09,Service,Average,Negative,0.0479248294692769,152,3,Not Resolved,Kathleen Friedman,dvalenzuela@example.net
Yolanda Wilson,eric68@example.com,Male,18-24,Yes,Personal Care,Toasters,innovate vertical vortals,2,"Ask piece program detail name protect company.
Than light effect little. Material pattern keep reduce hear surface information.
Pay mean compare information training current.",Yes,Other,f91291b1-5b52-434c-8819-2041bc9cecaf,Confirmed,Online,UPI,Yes,Los Angeles,Delivered,1,15,Yes,2024-09-18,Quality,Average,Neutral,0.8175883375484965,112,4,Not Resolved,Matthew Hall,cwhite@example.com
Zachary Robertson,amanda91@example.net,Female,25-34,Yes,Stationery,Blenders,morph transparent web services,3,"Way affect huge through. Forget apply TV call west plan. Mind kid blue education budget see toward.
Meeting seat consider bit. Study could born sell. Well run peace real.",No,Defective,51252a0e-5a04-4e31-9877-2b19eed2ec1f,Not Confirmed,Offline,UPI,Yes,Chicago,Pending,7,5,No,2024-10-13,Price,Average,Negative,-0.3248456543865119,127,2,Not Resolved,Regina Rodriguez,thompsondawn@example.org
Jennifer Rojas,pgalloway@example.net,Other,55+,No,Household Items,Furniture,target seamless users,5,Recognize unit moment control. Want along often peace. Condition day agreement experience happy these.,No,Not as Described,3521f1d7-6b97-4304-a0e3-0b6c24de4d02,Confirmed,Offline,Card,No,Mumbai,Pending,1,1,No,2024-01-27,Price,Average,Positive,0.44516283772913745,184,5,Not Resolved,Sarah Gill,carolgarcia@example.org
Mr. David Chandler,amber05@example.net,Male,35-44,No,Groceries,Pens,transform dynamic deliverables,2,"Pattern wide particularly number pass wear lot. Family throw so option close. Gun since stock.
Growth painting decision body stop analysis commercial. Fast bring produce threat.",No,Not as Described,4d734f82-179a-472f-a153-0c06ba67c591,Confirmed,Online,UPI,No,Chicago,Shipped,4,3,Yes,2024-07-22,Customer Support,Average,Neutral,0.5960195700856437,171,4,Not Resolved,Paul Brown,cwhite@example.com
David Nelson,lpeters@example.net,Male,45-54,No,Groceries,Toasters,streamline strategic e-business,1,"Smile public result pick price.
Set little different even person. Process every marriage try source. Wrong enter example travel watch beyond free.",Yes,Not as Described,1e343c1d-f92f-4de2-af98-7858cfae0d69,Not Confirmed,Online,Card,No,Chicago,Pending,1,12,Yes,2024-04-12,Customer Support,Average,Neutral,-0.7739645764320062,193,5,Resolved,Matthew Hall,bondcourtney@example.com
Deborah Jimenez,nperez@example.com,Female,25-34,No,Kitchen Appliances,Hair Care,matrix customized methodologies,2,Third society either fast hear. Type officer size relate participant. Wonder sit happen suffer specific focus.,Yes,Missing Parts,6c90f865-cd48-4883-ba4d-2f6d32323f35,Not Confirmed,Offline,Card,Yes,New York,Pending,7,2,No,2024-02-13,Price,Good,Neutral,-0.1039616489530506,98,1,Not Resolved,Regina Rodriguez,carolgarcia@example.org
Samantha Morales MD,sheila53@example.com,Male,18-24,No,Household Items,Blenders,brand impactful relationships,1,"Good relationship trouble write. Side decade television service owner case defense from.
Administration participant scientist key. Ask poor blood stop involve light. Discuss chance to speak.",Yes,Other,fba607c2-e627-430d-8e4d-92f1e0d455a4,Confirmed,Offline,UPI,No,New York,Pending,2,12,Yes,2024-04-11,Customer Support,Average,Neutral,-0.31261219928297534,136,2,Resolved,Jason Howell,mcraig@example.com
Annette Sanders,rreyes@example.net,Other,45-54,Yes,Groceries,Vegetables,envisioneer revolutionary markets,3,Have community capital common community southern. Answer black both government while actually do. Commercial where hope year occur. Race ball whatever many money.,Yes,Not as Described,396d5d41-97b8-4749-b7d3-380829b496f9,Not Confirmed,Offline,Card,No,Chicago,Shipped,7,20,No,2024-01-03,Quality,Excellent,Negative,-0.08385853812287447,181,5,Not Resolved,Sarah Gill,cwhite@example.com
Marie Little,taylor68@example.com,Female,18-24,No,Kitchen Appliances,Furniture,evolve virtual metrics,4,"Among democratic respond then writer. Book wonder mind morning step can.
Region mother artist son. Not daughter our that rather TV. Audience sport young yourself sea.",No,Defective,4da8788b-2f45-4928-9699-ab69f2a4374a,Not Confirmed,Online,Cash,No,New York,Shipped,1,6,Yes,2024-06-19,Customer Support,Poor,Negative,-0.8099006173271599,156,3,Resolved,Regina Rodriguez,bondcourtney@example.com
Daniel Bradshaw,sharonparrish@example.net,Male,25-34,Yes,Kitchen Appliances,Snacks,morph e-business supply-chains,4,Policy know protect ahead step force program. Police wear along entire third recently.,Yes,Other,419b1d89-d15e-40e1-a257-c955a20bf1fe,Not Confirmed,Online,UPI,Yes,London,Delivered,7,15,Yes,2024-08-03,Price,Good,Positive,0.4154398009687723,150,3,Not Resolved,Rebecca Banks,amandabrady@example.org
Michael Ramos,gshaw@example.org,Other,35-44,No,Personal Care,Oral Care,matrix dot-com paradigms,2,"Memory brother law put.
Shoulder candidate stuff right of. Support live issue or create during ready. Contain also plant teach. Fire rest second type he.
There buy her south end.",No,Not as Described,8ec184ff-6671-48cd-a1b0-1a1ef8d70525,Not Confirmed,Online,UPI,No,Los Angeles,Shipped,3,5,Yes,2024-06-28,Customer Support,Excellent,Negative,0.7448246552649371,116,4,Resolved,Matthew Hall,cwhite@example.com
Lisa Hubbard,dennistaylor@example.com,Male,55+,No,Personal Care,Skincare,whiteboard bleeding-edge ROI,2,"College society memory left indeed push in. Forget network military exactly agent wall yourself.
Lot image stay major teacher ability popular son. On hit thing within fact single.",No,Defective,4a4fa881-fc95-4732-8960-ab5059197663,Not Confirmed,Online,UPI,Yes,Mumbai,Pending,5,10,Yes,2024-03-26,Service,Excellent,Neutral,-0.4961866069464569,111,4,Resolved,Regina Rodriguez,mcraig@example.com
Anna Collins MD,donaldsteele@example.com,Female,25-34,No,Kitchen Appliances,Pens,strategize out-of-the-box eyeballs,1,"Age learn professional become state pressure her. Anyone decision computer hope perform somebody.
Drive quality more change sense of none tree.",No,Other,7ef457c0-f246-4a6c-9f8a-3f2346c74934,Not Confirmed,Offline,Cash,No,Mumbai,Shipped,4,13,No,2024-11-13,Usability,Excellent,Positive,-0.16497601078741697,129,1,Resolved,Rebecca Banks,bondcourtney@example.com
Ryan Fernandez,tristan70@example.net,Female,45-54,Yes,Stationery,Vegetables,empower world-class users,4,"Decide movie charge have case general small. Too must include outside north force. Care sign day ago good wait set agreement.
Walk down he partner learn.",Yes,Other,a56e9d9e-a5de-4661-9653-22f09c5c367b,Not Confirmed,Offline,Card,No,Los Angeles,Pending,5,22,No,2024-06-08,Usability,Poor,Negative,0.9664747892004206,193,5,Not Resolved,Karen Taylor,mcraig@example.com
Christopher Williams,vickieflores@example.com,Female,35-44,Yes,Household Items,Blenders,engage interactive bandwidth,2,"Manager best mean performance your. Campaign for sit difficult actually store step.
Service where wait responsibility field recognize. Begin cultural dog young area.",No,Other,9a7b0cba-3edc-4d12-97cf-558c66e861c4,Confirmed,Offline,Card,No,London,Pending,5,4,Yes,2024-02-07,Usability,Good,Positive,0.08436957286742675,130,5,Resolved,Paul Brown,thompsondawn@example.org
Scott Taylor,martinfrancis@example.org,Female,35-44,No,Stationery,Bedding,deliver cross-platform e-services,3,"Will prevent low avoid. Business sea price policy sit. Including Democrat show surface management establish.
Add American teacher marriage religious rule.",Yes,Defective,43256937-b02a-44f2-a70c-c50031acab1e,Not Confirmed,Online,Cash,Yes,Mumbai,Delivered,2,22,Yes,2024-02-24,Quality,Poor,Negative,0.8273924890115052,150,2,Resolved,Rebecca Banks,cwhite@example.com
Ricky Trujillo,uoliver@example.net,Female,18-24,No,Groceries,Oral Care,aggregate rich users,2,Visit consumer decide rich. Mother since course scene manager modern build. Authority bring scene remain. Number herself meet again campaign thank.,No,Defective,afbd2753-806a-4223-941e-7eff21bbbea6,Confirmed,Online,Cash,Yes,Mumbai,Pending,4,3,No,2024-04-04,Price,Excellent,Negative,0.9505800694693394,174,2,Not Resolved,Regina Rodriguez,rachelstone@example.net
Kimberly Rivera,gsanchez@example.com,Male,55+,No,Household Items,Blenders,maximize mission-critical niches,1,Far set western war serious pull energy. Rich lose list same. Show trip tend beyond sit wrong. They involve series usually record.,Yes,Other,1e44a565-d807-4c45-9677-84fe4e52b6a3,Confirmed,Offline,UPI,Yes,Chicago,Delivered,7,9,No,2024-11-08,Service,Excellent,Neutral,-0.6242759523424655,132,2,Not Resolved,Paul Brown,amandabrady@example.org
Amy Williams,garciagregory@example.org,Female,18-24,Yes,Stationery,Paper,redefine magnetic initiatives,1,"Weight him four director. Yourself personal everybody message individual.
Down against level as agency reflect. Some this society reason participant. Hot arm modern him.",No,Missing Parts,7390d0b5-9554-4b6b-abc7-d48af727fc47,Confirmed,Offline,Cash,Yes,London,Pending,2,19,Yes,2024-08-14,Quality,Excellent,Neutral,0.8751143694577659,188,1,Resolved,Matthew Hall,bondcourtney@example.com
Connor Smith,tiffanymartinez@example.org,Male,45-54,Yes,Groceries,Pencils,envisioneer value-added eyeballs,3,"Nothing tend direction simply phone current. He necessary fact whom. Project will manage nation across front yet.
Imagine Congress rise you major tax. Onto site site.",Yes,Not as Described,4084c318-d781-4604-a689-8f41b591edae,Confirmed,Offline,Cash,No,London,Delivered,2,13,No,2024-11-10,Price,Excellent,Positive,-0.4371001452255636,166,3,Resolved,Regina Rodriguez,dvalenzuela@example.net
Michael Carpenter,smithpaula@example.com,Female,45-54,No,Household Items,Beverages,incentivize turn-key infrastructures,3,Include civil subject family customer every season. Official these young method else another.,Yes,Missing Parts,ad37afef-b916-4e2b-b807-6c4f6938e976,Not Confirmed,Offline,Card,Yes,London,Delivered,2,17,No,2024-08-23,Price,Average,Negative,0.8454026945003141,182,2,Not Resolved,Paul Brown,amandabrady@example.org
Anthony Garcia,qparks@example.com,Male,55+,Yes,Stationery,Fruits,morph B2B web services,2,Gun end total data town message country risk. Nothing minute system at need data various. Ready present over cell agree while plan. Organization religious discover several hold weight religious.,No,Missing Parts,43c86180-71f1-4f2f-b41f-15ae562e0654,Confirmed,Offline,Card,No,Mumbai,Pending,5,14,Yes,2024-08-22,Usability,Poor,Neutral,0.8127178310285343,136,5,Resolved,Regina Rodriguez,mcraig@example.com
James Cardenas,heather45@example.org,Female,25-34,No,Personal Care,Pencils,engineer synergistic bandwidth,4,"Red bill trade know. Firm foreign very music much today boy.
Third message manager speak voice before. Federal individual hit herself never space. Attention choice apply next our worry west race.",Yes,Not as Described,d6626d45-49c4-41d6-8958-9a6b0f1655b2,Not Confirmed,Online,Cash,No,London,Delivered,7,21,No,2024-03-24,Usability,Good,Positive,-0.397240358322845,124,4,Not Resolved,Linda Barber,cwhite@example.com
Holly Mccoy,nicolemiller@example.org,Female,18-24,No,Kitchen Appliances,Skincare,incubate distributed ROI,5,Allow range piece century quality. Structure by officer industry war fight.,Yes,Missing Parts,c6fe90cc-3f18-4f8b-94ae-ced8a95330ba,Confirmed,Online,UPI,No,Los Angeles,Delivered,5,17,Yes,2024-06-03,Delivery,Poor,Positive,-0.8516166947382917,185,1,Not Resolved,Rodney Hunt,carolgarcia@example.org
Ryan Thomas,nicholeherrera@example.org,Other,35-44,No,Household Items,Oral Care,re-contextualize enterprise paradigms,1,"Board truth keep from guess sense attorney five. War page suddenly grow economic. Better get set from discover.
Education down like heart no easy.",Yes,Other,596853d9-2386-4bde-9d39-dcb909def21c,Confirmed,Online,UPI,No,Chicago,Delivered,6,13,Yes,2024-07-25,Service,Good,Neutral,-0.1128597472952293,183,3,Resolved,Sarah Gill,rachelstone@example.net
Cynthia Russell,joshuajackson@example.org,Male,18-24,Yes,Personal Care,Snacks,generate front-end markets,5,"Impact each article court. Edge affect coach son. Control important improve born new look.
Movement expert list later. Individual property prove theory good someone. Knowledge admit very anyone six.",Yes,Defective,2afc0d18-2c43-446c-bc15-b8eecbf7226d,Not Confirmed,Offline,Card,No,Chicago,Delivered,4,11,Yes,2024-05-19,Quality,Excellent,Positive,0.08070191661457105,174,5,Not Resolved,Sarah Gill,dvalenzuela@example.net
Brian Torres,lesheri@example.org,Female,25-34,Yes,Stationery,Cleaning Supplies,drive e-business convergence,1,"Rather meet child fact have yard. Myself receive rise man person.
Memory message between consumer easy.",No,Not as Described,475dc261-0c30-48ca-8364-2ddd67aa1926,Confirmed,Online,Cash,No,Mumbai,Pending,7,6,No,2024-03-11,Price,Poor,Positive,0.600972178005807,163,1,Resolved,Kathleen Friedman,thompsondawn@example.org
William Jackson,heathercalderon@example.net,Male,55+,Yes,Personal Care,Toasters,utilize cross-platform schemas,3,Drive subject simply against. Give level ok town. Line billion character school special close accept.,Yes,Other,cd1cb4a6-87b4-4b7b-bac9-9a7aa7b9b274,Confirmed,Online,Card,Yes,London,Delivered,4,7,Yes,2024-04-08,Customer Support,Excellent,Positive,0.3211585760835143,139,2,Resolved,Karen Taylor,thompsondawn@example.org
Joshua Lynch,bobbymitchell@example.net,Male,18-24,Yes,Household Items,Beverages,facilitate virtual bandwidth,2,Central resource speech condition national eye. Prove leg too head hard through I. Executive such several stock data magazine. Particularly she author food animal sing vote face.,Yes,Defective,80354dcc-9e8a-4cc0-8c9a-7182189a6762,Not Confirmed,Offline,Card,Yes,New York,Pending,5,5,Yes,2024-11-08,Usability,Average,Positive,0.6555881766699425,182,4,Not Resolved,Karen Taylor,cwhite@example.com
Lisa Taylor,nancyrobertson@example.net,Female,55+,No,Stationery,Hair Care,whiteboard vertical methodologies,2,"Just interesting along word. Physical others blue reflect medical become nor.
Add past chair local. For television force agency. Chair ground follow hear.",No,Defective,8ff45092-aa77-42de-a1d3-4ae0648b8d00,Confirmed,Online,UPI,No,Chicago,Delivered,5,14,No,2024-08-19,Service,Poor,Neutral,-0.3604663748978145,129,2,Resolved,Sarah Gill,thompsondawn@example.org
Erin Alvarado,mike74@example.org,Other,25-34,No,Personal Care,Blenders,generate collaborative applications,3,"Success writer clearly stuff know. Mother civil charge. Claim social represent almost speak.
Tax detail alone turn behavior full what. Kitchen next thing station director cause career.",No,Missing Parts,bd4f8bea-38e5-432f-9007-20e856bbd670,Confirmed,Offline,Cash,Yes,Chicago,Delivered,4,17,No,2024-03-28,Usability,Average,Neutral,0.567602228562734,151,2,Resolved,Regina Rodriguez,mcraig@example.com
Ana Hays,jesse81@example.org,Female,45-54,No,Personal Care,Microwaves,envisioneer world-class initiatives,2,"Nice pay box watch which. Dark shoulder citizen. Give understand office head.
Per rule foreign run. Yet edge high card. Democrat talk particularly hear design detail own.",Yes,Not as Described,ccd607b7-3258-4b72-9990-fae9e2cd29ee,Confirmed,Online,UPI,Yes,London,Pending,5,11,Yes,2024-10-07,Price,Average,Neutral,-0.296597269177701,161,5,Resolved,Regina Rodriguez,bondcourtney@example.com
Christopher Roberson,gordonmichelle@example.net,Male,18-24,No,Groceries,Blenders,enhance real-time markets,2,Tell send what later. To green scene eight. Music live economy key energy through.,Yes,Missing Parts,a969c3f5-0b9d-4e8f-a07b-f003020c9817,Confirmed,Online,UPI,Yes,Chicago,Delivered,5,22,No,2024-01-06,Usability,Poor,Positive,0.10365376143073202,113,2,Not Resolved,Regina Rodriguez,amandabrady@example.org
John Moreno,unelson@example.com,Male,35-44,Yes,Kitchen Appliances,Furniture,mesh cross-platform portals,2,"Feel drop respond. Growth show activity me.
Coach hand common join worker activity then character. Law assume option nor happen group.",Yes,Other,a7557618-d2a2-483f-8002-b312a15bd42d,Not Confirmed,Online,Cash,Yes,Mumbai,Pending,1,14,Yes,2024-06-23,Quality,Good,Negative,-0.3684937935309869,172,4,Resolved,Paul Brown,rachelstone@example.net
Nicholas Barrera,joseph28@example.net,Female,25-34,No,Kitchen Appliances,Snacks,integrate plug-and-play schemas,1,Member necessary policy guess. During course arrive least condition while agree. Game dark family indeed manage join.,No,Defective,90904fe6-e2fa-4d1c-a14d-1cf4e6f12b51,Not Confirmed,Offline,Cash,Yes,Chicago,Delivered,2,10,No,2024-06-28,Quality,Average,Positive,0.9887146829690856,180,5,Not Resolved,Kathleen Friedman,carolgarcia@example.org
Gary Gibson,ebenjamin@example.org,Male,25-34,Yes,Household Items,Furniture,benchmark best-of-breed mindshare,4,"Somebody news bit teach against past there election. Key reflect well. Style design air kid former leader kid.
Both claim something nice cell talk. Believe choice plant paper.",Yes,Not as Described,75ea8fef-261d-4301-9192-4444ac1d1a53,Not Confirmed,Online,Card,No,London,Pending,6,2,No,2024-10-17,Quality,Average,Neutral,-0.9626699627538573,77,4,Resolved,Regina Rodriguez,cwhite@example.com
